time
0
0
0.0111
0.0222
0.033299997
0.0444
0.0555
0.0666
0.077700004
0.088800006
0.09990001
0.11100001
0.12210001
0.1332
0.1443
0.1554
0.16649999
0.17759998
0.18869998
0.19979997
0.21089996
0.22199996
0.23309995
0.24419995
0.25529996
0.26639995
0.27749994
0.28859994
0.29969993
0.31079993
0.32189992
0.3329999
0.3440999
0.3551999
0.3662999
0.3773999
0.3884999
0.39959988
0.41069987
0.42179987
0.43289986
0.44399986
0.45509985
0.46619985
0.47729984
0.48839983
0.49949983
0.51059985
0.52169985
0.53279984
0.54389983
0.5549998
0.5660998
0.5771998
0.5882998
0.5993998
0.6104998
0.6215998
0.6326998
0.6437998
0.6548998
0.66599977
0.67709976
0.68819976
0.69929975
0.71039975
0.72149974
0.73259974
0.7436997
0.7547997
0.7658997
0.7769997
0.7880997
0.7991997
0.8102997
0.8213997
0.8324997
0.8435997
0.8546997
0.86579967
0.87689966
0.88799965
0.89909965
0.91019964
0.92129964
0.93239963
0.9434996
0.9545996
0.9656996
0.9767996
0.9878996
0.9989996
1.0100996
1.0211997
1.0322998
1.0433998
1.0544999
1.0655999
1.0767
1.0878
1.0989001
1.1100001
1.1211002
1.1322002
1.1433003
1.1544003
1.1655004
1.1766005
1.1877005
1.1988006
1.2099006
1.2210007
1.2321007
1.2432008
1.2543008
1.2654009
1.2765009
1.287601
1.298701
1.3098011
1.3209012
1.3320012
1.3431013
1.3542013
1.3653014
1.3764014
1.3875015
1.3986015
1.4097016
1.4208016
1.4319017
1.4430017
1.4541018
1.4652019
1.4763019
1.487402
1.498502
1.5096021
1.5207021
1.5318022
1.5429022
1.5540023
1.5651023
1.5762024
1.5873024
1.5984025
1.6095026
1.6206026
1.6317027
1.6428027
1.6539028
1.6650028
1.6761029
1.6872029
1.698303
1.709403
1.7205031
1.7316031
1.7427032
1.7538033
1.7649033
1.7760034
1.7871034
1.7982035
1.8093035
1.8204036
1.8315036
1.8426037
1.8537037
1.8648038
1.8759038
1.8870039
1.898104
1.909204
1.9203041
1.9314041
1.9425042
1.9536042
1.9647043
1.9758043
1.9869044
1.9980044
2.0091045
2.0202045
2.0313046
2.0424047
2.0535047
2.0646048
2.0757048
2.0868049
2.097905
2.109005
2.120105
2.131205
2.1423051
2.1534052
2.1645052
2.1756053
2.1867054
2.1978054
2.2089055
2.2200055
2.2311056
2.2422056
2.2533057
2.2644057
2.2755058
2.2866058
2.297706
2.308806
2.319906
2.331006
2.342106
2.3532062
2.3643062
2.3754063
2.3865063
2.3976064
2.4087064
2.4198065
2.4309065
2.4420066
2.4531066
2.4642067
2.4753067
2.4864068
2.4975069
2.508607
2.519707
2.530807
2.541907
2.5530071
2.5641072
2.5752072
2.5863073
2.5974073
2.6085074
2.6196074
2.6307075
2.6418076
2.6529076
2.6640077
2.6751077
2.6862078
2.6973078
2.7084079
2.719508
2.730608
2.741708
2.752808
2.7639081
2.7750082
2.7861083
2.7972083
2.8083084
2.8194084
2.8305085
2.8416085
2.8527086
2.8638086
2.8749087
2.8860087
2.8971088
2.9082088
2.919309
2.930409
2.941509
2.952609
2.963709
2.9748092
2.9859092
2.9970093
3.0081093
3.0192094
3.0303094
3.0414095
3.0525095
3.0636096
3.0747097
3.0858097
3.0969098
3.1080098
3.1191099
3.13021
3.14131
3.15241
3.16351
3.1746101
3.1857102
3.1968102
3.2079103
3.2190104
3.2301104
3.2412105
3.2523105
3.2634106
3.2745106
3.2856107
3.2967107
3.3078108
3.3189108
3.330011
3.341111
3.352211
3.363311
3.374411
3.3855112
3.3966112
3.4077113
3.4188113
3.4299114
3.4410114
3.4521115
3.4632115
3.4743116
3.4854116
3.4965117
3.5076118
3.5187118
3.5298119
3.540912
3.552012
3.563112
3.574212
3.5853121
3.5964122
3.6075122
3.6186123
3.6297123
3.6408124
3.6519125
3.6630125
3.6741126
3.6852126
3.6963127
3.7074127
3.7185128
3.7296128
3.740713
3.751813
3.762913
3.774013
3.785113
3.7962132
3.8073132
3.8184133
3.8295133
3.8406134
3.8517134
3.8628135
3.8739135
3.8850136
3.8961136
3.9072137
3.9183137
3.9294138
3.9405138
3.951614
3.962714
3.973814
3.984914
3.996014
4.007114
4.0182137
4.0293136
4.0404134
4.051513
4.062613
4.073713
4.0848126
4.0959125
4.1070123
4.118112
4.129212
4.1403117
4.1514115
4.1625113
4.173611
